salario_bruto,seniority,experiencia,nivel_estudios,estado_estudios,lenguajes,genero,es_dolarizado
1457797.0,Semi-Senior,4,,,"CSS, HTML, Javascript, PHP",Hombre Cis,False
3550000.0,Senior,6,,,"COBOL, SQL",Hombre Cis,False
1400000.0,Semi-Senior,4,Universitario,En curso,".NET, C#, CSS, SQL, FOX",Mujer Cis,False
1752300.0,Semi-Senior,4,,,"C++, CSS, HTML, Java, Javascript, Python, SQL, TypeScript, VBA",Mujer Cis,False
3000000.0,Senior,10,,,"Go, Javascript, TypeScript",Hombre Cis,False
2400000.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,False
2300000.0,Senior,6,,,SQL,Hombre Cis,False
6170000.0,Senior,15,,,Python,Hombre Cis,False
5601607.0,Senior,18,,,Bash/Shell,Hombre Cis,False
3320000.0,Senior,7,Posgrado/Especialización,En curso,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
3000000.0,Senior,40,,,Javascript,Hombre Cis,False
1889000.0,Semi-Senior,3,Terciario,Completo,TypeScript,Hombre Cis,False
1600000.0,Semi-Senior,3,Universitario,Incompleto,Python,Hombre Cis,False
4361522.0,Semi-Senior,4,,,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Mujer Cis,False
2151044.0,Junior,1,Universitario,En curso,"HTML, Python, SQL",Hombre Cis,False
2900000.0,Senior,8,Universitario,En curso,"Python, SQL",Hombre Cis,False
3852000.0,Senior,27,Universitario,Incompleto,Progress,Hombre Cis,False
10500000.0,Senior,10,,,"Java, Javascript, TypeScript",Hombre Cis,False
3184519.0,Senior,7,Universitario,Completo,".NET, C#, CSS, HTML, SQL, TypeScript",Mujer Cis,False
6300000.0,Senior,14,Universitario,Completo,Python,Hombre Cis,False
6210000.0,Senior,30,,,".NET, C, C#, CSS, Go, HTML, Java, Javascript, Perl, PHP, Python, SQL",Hombre Cis,False
1346777.0,Semi-Senior,5,Universitario,En curso,"Bash/Shell, Javascript, TypeScript",Hombre Cis,False
3130000.0,Senior,22,Posdoctorado,Completo,"HTML, Java, Javascript, Python, R",Hombre Cis,False
4500000.0,Semi-Senior,5,,,"Python, SQL",Hombre Cis,False
2500000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
2250000.0,Senior,7,Universitario,Completo,"CSS, HTML",Hombre Cis,False
4600000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
450000.0,Senior,35,Terciario,En curso,"Arduino, C++, C#, CSS, HTML, Java, Javascript, Kotlin, PHP, Python, SQL, visual foxpro 8 - 9 ",Hombre Cis,False
2600000.0,Semi-Senior,3,Maestría,En curso,"Bash/Shell, Python, SQL",Mujer Cis,False
3500000.0,Senior,30,Terciario,Completo,"Arduino, C++, C#, CSS, HTML, Javascript, Python",Hombre Cis,False
2447732.0,Semi-Senior,5,Secundario,Completo,"Dart, Groovy",Hombre Cis,False
4175000.0,Semi-Senior,5,Universitario,Completo,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
6460247.0,Semi-Senior,4,,,"Java, TypeScript",Hombre Cis,False
6000000.0,Senior,20,Posgrado/Especialización,Completo,"Java, SQL, TypeScript",Hombre Cis,False
3800000.0,Senior,6,,,"Bash/Shell, Python",Hombre Cis,False
6000000.0,Senior,28,,,"Bash/Shell, C, Python, SQL, VBA",Hombre Cis,False
3600000.0,Senior,6,,,"CSS, Groovy, HTML, Java, Javascript, TypeScript",Hombre Cis,False
4000000.0,Senior,9,,,".NET, C#, CSS, Dart, HTML, Javascript, TypeScript",Hombre Cis,False
1800000.0,Semi-Senior,3,,,Bash/Shell,Mujer Cis,False
3650000.0,Senior,8,,,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
432515.2,Junior,0,Universitario,En curso,"Python, TypeScript",Mujer Cis,False
3100000.0,Senior,8,Universitario,Completo,"Groovy, Javascript, SQL, TypeScript",Hombre Cis,False
1700000.0,Senior,15,,,Ninguno de los anteriores,Mujer Cis,False
800000.0,Junior,1,,,Ninguno de los anteriores,Mujer Cis,False
3610000.0,Senior,18,,,"CSS, HTML",Mujer Cis,False
3120000.0,Junior,1,Universitario,En curso,"Javascript, Python",Hombre Cis,False
3620000.0,Semi-Senior,5,,,"Python, SQL",Hombre Cis,False
2200000.0,Senior,6,,,".NET, CSS, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,False
4636488.0,Senior,16,,,"Bash/Shell, C#, CSS, Javascript, PHP, SQL",Hombre Cis,False
2000000.0,Senior,20,Universitario,Completo,Ninguno de los anteriores,Prefiero no decir,False
1700000.0,Senior,10,,,"Bash/Shell, C, C++, C#, PHP, Python, SQL, TypeScript",Hombre Cis,False
1700000.0,Semi-Senior,5,,,"Bash/Shell, CSS, Javascript, PHP, SQL",Hombre Cis,False
3006062.0,Senior,17,Maestría,En curso,"CSS, HTML, Javascript, PHP, R, SQL",Hombre Cis,False
3900000.0,Senior,18,Universitario,Completo,"Python, SQL",Hombre Cis,False
6653639.0,Senior,15,,,.NET,Hombre Cis,False
2900000.0,Senior,25,,,SQL,Mujer Cis,False
3708000.0,Semi-Senior,5,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
2600000.0,Semi-Senior,5,Secundario,Completo,"Bash/Shell, CSS, HTML, Javascript, TypeScript",Hombre Cis,False
3800000.0,Senior,11,,,JCL,Hombre Cis,False
6500000.0,Senior,23,,,"C#, HTML, Javascript, Python, SQL",Prefiero no decir,False
6577000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
200000.0,Semi-Senior,3,,,".NET, SQL, TypeScript",Hombre Cis,False
3500000.0,Semi-Senior,5,,,"Python, SQL, Swift",Mujer Cis,False
5000000.0,Senior,7,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,False
2400000.0,Junior,2,,,Java,Hombre Cis,False
5910080.0,Senior,7,Posgrado/Especialización,Completo,"Bash/Shell, Go, Python, SQL",Hombre Cis,False
3165000.0,Senior,9,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,False
3016769.0,Junior,2,,,"CSS, HTML, SQL",Hombre Cis,False
2000000.0,Senior,20,,,".NET, HTML, Java, Python, SQL",Hombre Cis,False
7500000.0,Senior,26,,,Python,Hombre Cis,False
3100000.0,Senior,11,,,Ninguno de los anteriores,Hombre Cis,False
4612297.0,Senior,16,,,"HTML, Java, Javascript, SQL",Hombre Cis,False
2500000.0,Semi-Senior,4,,,"Ruby, TypeScript",Hombre Cis,False
4200000.0,Semi-Senior,5,,,"HTML, Java, Javascript, SQL",Hombre Cis,False
1532000.0,Senior,34,,,Ninguno de los anteriores,Hombre Cis,False
4800000.0,Semi-Senior,4,,,".NET, HTML, Python, SQL, TypeScript",Hombre Cis,False
2586878.0,Semi-Senior,4,Universitario,Incompleto,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
4500000.0,Senior,15,,,"CSS, HTML, TypeScript",Hombre Cis,False
1200000.0,Junior,0,,,"ABAP, Javascript, TypeScript",Mujer Cis,False
950000.0,Semi-Senior,5,,,"Arduino, CSS, HTML, Java",Hombre Cis,False
7100000.0,Senior,25,Posgrado/Especialización,Completo,".NET, C#, SQL",Hombre Cis,False
5600000.0,Semi-Senior,5,Universitario,En curso,"Bash/Shell, CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
2550000.0,Semi-Senior,3,Universitario,Completo,"Bash/Shell, Java, Python, SQL",Hombre Cis,False
2900000.0,Semi-Senior,4,Terciario,En curso,"Groovy, Python, SQL",Mujer Cis,False
2900000.0,Semi-Senior,4,,,SQL,Mujer Cis,False
4300000.0,Semi-Senior,4,,,"Kotlin, Swift",Hombre Cis,False
4500000.0,Semi-Senior,5,Universitario,En curso,"Javascript, Ruby, SQL",Mujer Cis,False
3200000.0,Junior,2,,,Natural adabas,Hombre Cis,False
2379000.0,Senior,8,,,"Bash/Shell, Groovy, HTML, Java, Javascript, SQL",Hombre Cis,False
3968000.0,Senior,12,Universitario,Completo,Propietaria,Hombre Cis,False
6900000.0,Senior,12,,,"ABAP, Python",Prefiero no decir,False
1500000.0,Senior,20,,,"HTML, Python, SQL",Mujer Cis,False
3784856.95,Semi-Senior,5,Universitario,En curso,".NET, C#, CSS, Javascript, SQL",Hombre Cis,False
2900000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
1576000.0,Semi-Senior,3,Universitario,Completo,"Bash/Shell, CSS, HTML, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,False
6500000.0,Senior,18,Universitario,Completo,"Bash/Shell, SQL",Hombre Cis,False
7500000.0,Senior,27,,,"Bash/Shell, Python, Powershell",Hombre Cis,False
2500000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,False
1400000.0,Semi-Senior,3,,,SQL,Mujer Cis,False
3820000.0,Semi-Senior,3,,,"Python, SQL",Mujer Cis,False
4200000.0,Senior,6,Terciario,Completo,"Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2700000.0,Senior,13,Posgrado/Especialización,Completo,Ninguno de los anteriores,Hombre Cis,False
5600000.0,Senior,30,,,".NET, Bash/Shell, Javascript, Python, SQL",Hombre Cis,False
2925000.0,Semi-Senior,3,,,SQL,Hombre Cis,False
2500000.0,Semi-Senior,5,Universitario,Completo,"PHP, Python",Hombre Cis,False
2000000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Senior,15,Universitario,Completo,"Javascript, PHP, SQL",Hombre Cis,False
3000000.0,Senior,10,Posgrado/Especialización,Completo,Ninguno de los anteriores,Hombre Cis,False
4177500.0,Senior,7,,,"Javascript, PHP, SQL",Mujer Cis,False
2500000.0,Senior,15,,,"Groovy, Javascript, Python, SQL",Hombre Cis,False
2400000.0,Senior,18,,,"HTML, Javascript",Hombre Cis,False
3700000.0,Senior,10,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
4096000.0,Semi-Senior,3,Posgrado/Especialización,En curso,"Bash/Shell, Javascript, Python, SQL",Hombre Cis,False
3800000.0,Semi-Senior,5,,,"Java, SQL",Hombre Cis,False
3500000.0,Semi-Senior,3,,,"Bash/Shell, CSS, HTML, Python, SQL",Hombre Cis,False
4407000.0,Senior,18,,,".NET, C#, Java, Kotlin, SQL, VBA",Hombre Cis,False
7000000.0,Senior,12,Universitario,Completo,"Go, Java, Kotlin, Python, SQL",Hombre Cis,False
2600000.0,Senior,8,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
6000000.0,Senior,12,,,Ninguno de los anteriores,Mujer Cis,False
1300000.0,Semi-Senior,3,Universitario,Completo,".NET, C#, CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
2000000.0,Senior,15,,,"Bash/Shell, PHP",Hombre Cis,False
1900000.0,Senior,20,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,False
1250000.0,Junior,2,Secundario,En curso,"Python, SQL",Hombre Cis,False
2200000.0,Senior,7,,,"Javascript, Python",Mujer Cis,False
2200000.0,Semi-Senior,5,,,"Python, SQL",Hombre Cis,False
3080000.0,Semi-Senior,5,,,"SQL, VBA",Mujer Cis,False
4000000.0,Senior,13,,,SQL,Mujer Cis,False
4195584.0,Senior,25,Maestría,En curso,Ninguno de los anteriores,Hombre Cis,False
3433740.0,Senior,6,,,"CSS, Javascript, Kotlin, Python, Swift, TypeScript",Hombre Cis,False
980000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
2200000.0,Senior,20,,,"Bash/Shell, PHP",Hombre Cis,False
2500000.0,Senior,25,Doctorado,Completo,Ninguno de los anteriores,Hombre Cis,False
4625000.0,Senior,40,,,"HTML, SQL, VBA",Hombre Cis,False
7700000.0,Senior,15,Universitario,Completo,"Go, Java, Javascript, Kotlin, Swift",Hombre Cis,False
2852000.0,Semi-Senior,5,Universitario,En curso,"Bash/Shell, CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
3300000.0,Semi-Senior,4,,,"CSS, Go, Javascript, TypeScript",Hombre Cis,False
2200000.0,Junior,0,,,"Arduino, Assembler, Bash/Shell, C, C++, HTML, Javascript, Perl, PHP, Python, R, TypeScript",Hombre Cis,False
2200000.0,Senior,7,,,"Bash/Shell, Python",Hombre Cis,False
2300000.0,Semi-Senior,5,,,"C++, C#, Go, HTML, Java",Hombre Cis,False
6003000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
6166595.0,Senior,22,Universitario,Completo,".NET, Bash/Shell, C++, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
3523520.0,Semi-Senior,5,,,"Bash/Shell, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2000000.0,Semi-Senior,3,,,"Bash/Shell, C++, HTML, Java, Javascript, Perl, SQL",Hombre Cis,False
2000000.0,Senior,30,,,"Bash/Shell, Python",Hombre Cis,False
800000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,False
1303796.0,Semi-Senior,3,Universitario,En curso,"Bash/Shell, CSS, HTML, Kotlin, PHP",Hombre Cis,False
1400000.0,Junior,1,Universitario,Completo,"Javascript, Python, SQL",Hombre Cis,False
1916919.0,Semi-Senior,4,,,"CSS, HTML, Java, Javascript, TypeScript",Mujer Cis,False
3200000.0,Semi-Senior,5,,,"HTML, Java, Javascript, SQL",Hombre Cis,False
5590000.0,Senior,20,,,"Bash/Shell, HTML, Javascript, Python, SQL",Hombre Cis,False
7000000.0,Senior,26,,,Ninguno de los anteriores,Hombre Cis,False
4600000.0,Senior,35,,,"Bash/Shell, COBOL, SQL",Hombre Cis,False
3320630.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
7312000.0,Senior,26,,,"CSS, Groovy, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
4020747.0,Senior,6,,,"Javascript, Kotlin, TypeScript",Hombre Cis,False
1038373.0,Senior,25,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
6198942.0,Senior,25,,,"Javascript, TypeScript",Hombre Cis,False
1728198.0,Junior,2,Terciario,Incompleto,"Java, Javascript",Mujer Cis,False
2521440.0,Semi-Senior,3,Universitario,En curso,"Javascript, PHP, SQL",Agénero,False
4154000.0,Senior,6,,,Python,Hombre Cis,False
3163382.0,Junior,2,,,"Bash/Shell, Python, SQL",Hombre Cis,False
5965500.0,Senior,20,Universitario,Incompleto,"Bash/Shell, CSS, HTML, Java, Javascript",Hombre Cis,False
4760000.0,Semi-Senior,3,,,"Java, Python, Scala, SQL",Hombre Cis,False
2132000.0,Junior,1,,,Python,Mujer Cis,False
1470000.0,Semi-Senior,4,Universitario,En curso,"C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
2500000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,False
2100000.0,Senior,10,,,Python,Mujer Cis,False
4200000.0,Senior,15,,,".NET, HTML, SQL, VBA",Hombre Cis,False
2700000.0,Senior,18,Universitario,Incompleto,"HTML, Java, Javascript",Hombre Cis,False
3500000.0,Senior,25,Universitario,Incompleto,"C, HTML, Javascript, Perl, PHP",Hombre Cis,False
4500000.0,Senior,19,,,PHP,Hombre Cis,False
2406720.0,Semi-Senior,5,,,"Bash/Shell, PHP",Hombre Cis,False
4000000.0,Senior,15,Universitario,En curso,"Kotlin, Swift",Hombre Cis,False
1434763.0,Junior,1,,,Ninguno de los anteriores,Hombre Cis,False
4913590.0,Senior,28,,,".NET, C#",Hombre Cis,False
3636289.0,Senior,6,,,"Java, SQL",Hombre Cis,False
1500000.0,Semi-Senior,4,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,False
9800000.0,Senior,30,Universitario,Completo,"Bash/Shell, Go, Powershell",Hombre Cis,False
3600000.0,Semi-Senior,5,,,".NET, C++, C#, HTML, Python, SQL, VBA",Mujer Cis,False
2500000.0,Junior,2,Universitario,En curso,"Bash/Shell, SQL",Mujer Cis,False
2900000.0,Semi-Senior,3,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
1550000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Java, Javascript, Python, SQL",Hombre Cis,False
2800000.0,Semi-Senior,4,Universitario,En curso,"Javascript, SQL",Mujer Cis,False
4500000.0,Senior,20,,,SQL,Hombre Cis,False
1570000.0,Semi-Senior,5,Universitario,Completo,"Arduino, C, Python",Mujer Cis,False
2400000.0,Senior,6,,,"Bash/Shell, CSS, HTML, Java, Javascript, Python",Hombre Cis,False
5550000.0,Senior,8,Universitario,En curso,"Bash/Shell, Java, SQL",Hombre Cis,False
2000000.0,Semi-Senior,3,,,"Bash/Shell, Python",Hombre Cis,False
10000000.0,Senior,20,,,Ninguno de los anteriores,Mujer Cis,False
3767692.0,Senior,18,,,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2190000.0,Senior,11,,,Ninguno de los anteriores,Mujer Cis,False
1200000.0,Senior,8,Terciario,En curso,"Bash/Shell, Delphi, HTML, Javascript, PHP, Python, SQL",Hombre Cis,False
460000.0,Senior,10,,,TypeScript,Hombre Cis,False
5700000.0,Senior,30,,,".NET, C#, Javascript, PHP, SQL",Hombre Cis,False
400000.0,Semi-Senior,3,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Senior,6,,,"HTML, Java, Javascript, SQL, TypeScript",Mujer Cis,False
3900000.0,Senior,9,Universitario,Completo,ABAP,Hombre Cis,False
1688755.0,Semi-Senior,4,Secundario,Completo,"Delphi, PHP, SQL",Hombre Cis,False
1300000.0,Semi-Senior,3,Universitario,En curso,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
1800000.0,Senior,7,,,"C++, HTML, Java, Python, SQL, TypeScript",Hombre Cis,False
1112000.0,Junior,0,Terciario,Completo,"Python, SQL",Mujer Cis,False
3000000.0,Semi-Senior,4,Terciario,Completo,"CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
6590000.0,Senior,18,,,SQL,Hombre Cis,False
1970000.0,Semi-Senior,5,Universitario,Completo,".NET, C#, SQL",Hombre Cis,False
2500000.0,Senior,12,,,Ninguno de los anteriores,Hombre Cis,False
1160000.0,Junior,1,Universitario,En curso,".NET, C#, CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,False
2000000.0,Senior,9,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Semi-Senior,4,,,Ninguno de los anteriores,Hombre Cis,False
5860000.0,Senior,10,Terciario,Completo,Python,Hombre Cis,False
2100000.0,Senior,40,,,".NET, CSS, HTML, Java, Javascript, PHP, Python, SQL, VBA",Hombre Cis,False
4400000.0,Senior,8,,,SQL,Mujer Cis,False
4800000.0,Senior,11,,,"HTML, Javascript, Python, SQL, VBA",Hombre Cis,False
4500000.0,Senior,18,,,"Java, SQL",Prefiero no decir,False
5590000.0,Senior,25,,,"Bash/Shell, Javascript, Python",Hombre Cis,False
1800000.0,Semi-Senior,3,Universitario,Completo,".NET, Kotlin",Hombre Cis,False
2500000.0,Senior,8,,,".NET, CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript, VBA",Hombre Cis,False
4200000.0,Semi-Senior,5,,,"Javascript, SQL, TypeScript",Hombre Cis,False
4600000.0,Senior,12,Universitario,Completo,"Go, Python",Hombre Cis,False
3500000.0,Semi-Senior,5,Maestría,Completo,"Python, SQL",Hombre Cis,False
2600000.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,False
2200000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
4466210.0,Senior,6,,,"Java, Kotlin, Python",Hombre Cis,False
2522400.0,Semi-Senior,4,,,"Python, SQL",Hombre Cis,False
7800000.0,Senior,30,,,C#,Hombre Cis,False
6076013.0,Senior,34,,,"HTML, Javascript, PHP, Python, SQL",Hombre Cis,False
2700000.0,Senior,6,,,"Javascript, PHP",Hombre Cis,False
2950000.0,Senior,23,,,"Arduino, HTML, Java, Javascript, SQL",Hombre Cis,False
3546709.0,Semi-Senior,5,,,"Javascript, Python, SQL, TypeScript",Hombre Cis,False
1854660.0,Junior,1,,,"HTML, Javascript, PHP, SQL",Hombre Cis,False
1914867.0,Senior,10,,,"Bash/Shell, SQL",Hombre Cis,False
1974158.0,Senior,22,,,Ninguno de los anteriores,Hombre Cis,False
1120000.0,Junior,1,,,"CSS, HTML, Javascript",Hombre Cis,False
1650000.0,Semi-Senior,4,,,C#,Hombre Cis,False
2600000.0,Senior,10,,,".NET, C#",Hombre Cis,False
2900000.0,Senior,10,,,"Javascript, PHP",Hombre Cis,False
5100000.0,Senior,30,,,Javascript,Hombre Cis,False
3767959.04,Senior,6,,,".NET, C#, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
3932000.0,Senior,7,,,Python,Hombre Cis,False
1807000.0,Senior,10,Posgrado/Especialización,Completo,"Bash/Shell, HTML, Javascript, PHP, Python",Hombre Cis,False
3215000.0,Junior,2,Universitario,Completo,"Javascript, Python",Hombre Cis,False
2000000.0,Semi-Senior,4,,,"HTML, Java, Javascript, Python, SQL",Hombre Cis,False
6500000.0,Senior,35,,,"COBOL, Java, Python, SQL",Hombre Cis,False
1991000.0,Semi-Senior,5,,,"Java, TypeScript",Hombre Cis,False
2149289.0,Senior,18,Universitario,Incompleto,"Bash/Shell, Javascript, PHP, SQL",Hombre Cis,False
2700000.0,Junior,2,Secundario,Completo,TypeScript,Hombre Cis,False
6871000.0,Senior,9,,,SQL,Hombre Cis,False
1450000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
4000000.0,Senior,20,,,SQL,Hombre Cis,False
5000000.0,Senior,15,,,".NET, C#, HTML, Java, Javascript, SQL",Hombre Cis,False
4000000.0,Senior,12,,,Bash/Shell,Hombre Cis,False
1800000.0,Semi-Senior,5,Universitario,Completo,Python,Hombre Cis,False
3265000.0,Semi-Senior,5,Secundario,Completo,"HTML, Javascript, Python, TypeScript",Hombre Cis,False
4500000.0,Semi-Senior,5,,,".NET, Bash/Shell, Go, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
1513000.0,Senior,12,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,False
3234000.0,Semi-Senior,4,,,"HTML, Python, TypeScript",Hombre Cis,False
4000000.0,Senior,9,,,"CSS, HTML, Java, Javascript, Kotlin, SQL, TypeScript",Prefiero no decir,False
5800000.0,Semi-Senior,4,Universitario,Completo,"Go, Kotlin",Hombre Cis,False
4945080.0,Senior,28,Universitario,Completo,"Bash/Shell, Java, PHP, Python",Hombre Cis,False
5380000.0,Semi-Senior,4,Maestría,En curso,"Javascript, SQL, TypeScript",Hombre Cis,False
3700000.0,Semi-Senior,4,,,Java,Hombre Cis,False
2841000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
2440000.0,Semi-Senior,5,,,"Javascript, TypeScript, CAP, Fiori, Hana",Mujer Cis,False
6300000.0,Senior,15,,,"HTML, Java, Javascript, Kotlin, Python, Swift, TypeScript",Hombre Cis,False
2375366.0,Senior,25,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,False
3253581.27,Senior,15,,,"Python, SQL, VBA",Hombre Cis,False
2600000.0,Semi-Senior,4,,,"HTML, Javascript, Python, SQL, TypeScript, VBA",Mujer Cis,False
3600000.0,Semi-Senior,4,Universitario,En curso,"R, SQL",Hombre Cis,False
2500000.0,Semi-Senior,4,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
2449367.0,Semi-Senior,3,,,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,False
4960000.0,Senior,15,Universitario,En curso,"Python, R, SQL",Hombre Cis,False
1681500.0,Senior,11,,,VBA,Hombre Cis,False
4000000.0,Senior,10,,,"Bash/Shell, Python",Hombre Cis,False
7900000.0,Senior,6,,,"C, C++, Python, R, Scala, SQL",Mujer Cis,False
4100000.0,Semi-Senior,4,,,"Bash/Shell, Python",Hombre Cis,False
1062739.0,Semi-Senior,4,,,HTML,Mujer Cis,False
1100000.0,Semi-Senior,4,Universitario,Completo,SQL,Hombre Cis,False
1810000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, TypeScript",Mujer Cis,False
1000000.0,Junior,1,,,Ninguno de los anteriores,Hombre Cis,False
1000000.0,Junior,2,,,"Ninguno de los anteriores, ",Hombre Cis,False
8500000.0,Senior,7,Universitario,Completo,"CSS, HTML, Java, Javascript, TypeScript",Hombre Cis,False
2553693.0,Senior,6,Universitario,Completo,"HTML, Java, SQL, TypeScript",Hombre Cis,False
4964066.0,Semi-Senior,5,,,"HTML, Javascript, TypeScript",Hombre Cis,False
1600000.0,Junior,2,,,"Bash/Shell, Javascript, TypeScript",Hombre Cis,False
3556851.0,Semi-Senior,4,Universitario,En curso,Python,Hombre Cis,False
3900000.0,Senior,15,Universitario,Completo,apex,Mujer Cis,False
1223000.0,Junior,2,,,"CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
2150000.0,Junior,2,Universitario,Completo,".NET, C#, CSS, HTML, Javascript, SQL",Mujer Cis,False
4500000.0,Senior,13,,,"COBOL, SQL",Hombre Cis,False
2400000.0,Senior,6,,,"Java, SQL",Hombre Cis,False
4300000.0,Semi-Senior,4,Posgrado/Especialización,Completo,"Python, SQL",Hombre Cis,False
4400000.0,Senior,16,,,.NET,Hombre Cis,False
3700000.0,Junior,2,Terciario,Completo,Python,Mujer Cis,False
3800000.0,Senior,18,,,"CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
3800000.0,Semi-Senior,4,Universitario,Completo,"Python, SQL",Hombre Cis,False
4220600.0,Semi-Senior,3,,,"CSS, HTML, Javascript, PHP",Hombre Cis,False
2100000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
6320000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
2251850.0,Junior,2,,,JQL (Jira Query Language),Hombre Cis,False
4975000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
3600000.0,Senior,10,,,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
4163000.0,Senior,22,Terciario,Completo,Python,Hombre Cis,False
4200000.0,Semi-Senior,4,Maestría,En curso,"Python, SQL",Hombre Cis,False
1450000.0,Senior,15,Universitario,Completo,"CSS, HTML, Python",Hombre Cis,False
1100000.0,Junior,2,,,"CSS, HTML, Javascript, Python",Mujer Cis,False
4000000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
2055000.0,Semi-Senior,5,,,"Javascript, SQL",Hombre Cis,False
2698785.0,Senior,10,,,"CSS, HTML, Kotlin, SQL, TypeScript",Hombre Cis,False
1300000.0,Semi-Senior,3,,,.NET,Hombre Cis,False
2260000.0,Senior,24,Terciario,Completo,"Bash/Shell, SQL",Hombre Cis,False
3600000.0,Semi-Senior,5,,,"CSS, Go, HTML, Java, Javascript, SQL",Hombre Cis,False
3200000.0,Senior,20,Universitario,Completo,".NET, SQL",Mujer Cis,False
2000000.0,Senior,6,,,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL",Hombre Cis,False
2242500.53,Semi-Senior,4,Terciario,Completo,"HTML, TypeScript",Hombre Cis,False
2400000.0,Senior,7,Universitario,Completo,"Javascript, Python",Hombre Cis,False
4700000.0,Senior,9,,,".NET, C#, Javascript, Python, SQL",Hombre Cis,False
4500000.0,Semi-Senior,4,,,Python,Hombre Cis,False
4280000.0,Senior,19,,,ABAP,Hombre Cis,False
1521333.0,Senior,7,Universitario,En curso,Bash/Shell,Hombre Cis,False
2800000.0,Senior,6,,,"Python, SQL, VBA",Hombre Cis,False
1582428.24,Senior,6,,,"Javascript, TypeScript",Hombre Cis,False
4000000.0,Senior,15,,,".NET, HTML, Javascript, SQL",Hombre Cis,False
